MANAGEMENT_TYPE_USE,MANAGEMENT_STATUS_USE,JURISDICTION,JURISDICTIONAL_WATERS,FMP,SECTOR_USE,SUBSECTOR,REGION,ZONE_USE,SPP_NAME,COMMON_NAME_USE,CLUSTER
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"SNAPPER, LANE",5775
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"SNAPPER, MAHOGANY",5776
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"SNAPPER, MUTTON",5777
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"SNAPPER, QUEEN",5778
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"SNAPPER, SILK",5779
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"SNAPPER, VERMILION",5780
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"SNAPPER, YELLOWTAIL",5781
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"SOAPFISH, GREATER",5782
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"SOLDIERFISH, BLACKBAR",5783
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"SOLDIERFISH, CARDINAL",5784
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"SPADEFISH, ATLANTIC",5785
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,SQUIRRELFISH,5786
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"SQUIRRELFISH, LONGSPINE",5787
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,SUNSHINEFISH,5788
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"SURGEON, OCEAN",5789
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"TANG, BLUE",5790
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"TILEFISH, BLACKLINE",5791
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"TILEFISH, SAND",5792
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,TOBACCOFISH,5793
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,TOMTATE,5794
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"TONGUEFISH, CARIBBEAN",5795
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"TRIGGERFISH, OCEAN",5796
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"TRIGGERFISH, QUEEN",5797
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"TRIGGERFISH, SARGASSUM",5798
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,TRUMPETFISH,5799
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,TRUNKFISH,5800
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"TRUNKFISH, SMOOTH",5801
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"TRUNKFISH, SPOTTED",5802
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,WENCHMAN,5803
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"WRASSE, CLOWN",5804
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"WRASSE, CREOLE",5805
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"WRASSE, YELLOWCHEEK",5806
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"WRASSE, YELLOWHEAD",5807
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"RAZORFISH, PEARLY",5808
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,BOTTOM LONGLINE,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"RAZORFISH, GREEN",5809
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"AMBERJACK, GREATER",5810
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"ANGELFISH, FRENCH",5811
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"ANGELFISH, GRAY",5812
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"ANGELFISH, QUEEN",5813
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"BASS, CHALK",5814
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"BASS, HARLEQUIN",5815
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"BASS, LANTERN",5816
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"BASS, ORANGEBACK",5817
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"BASS, PEPPERMINT",5818
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,BEAUGREGORY,5819
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"BEAUTY, ROCK",5820
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,BIGEYE,5821
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"BLENNY, REDLIP",5822
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,BLUEHEAD,5823
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"BREAM, SEA",5824
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"BUTTERFLYFISH, BANDED",5825
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"BUTTERFLYFISH, FOUREYE",5826
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"BUTTERFLYFISH, LONGSNOUT",5827
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"BUTTERFLYFISH, SPOTFIN",5828
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,CHERUBFISH,5829
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"CHROMIS, BLUE",5830
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,CONCHFISH,5831
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"COWFISH, HONEYCOMBED",5832
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"COWFISH, SCRAWLED",5833
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,CREOLE-FISH,5834
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,Calamus pennatula,5835
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"DAMSELFISH, BICOLOR",5836
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"DAMSELFISH, DUSKY",5837
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"DAMSELFISH, THREESPOT",5838
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"DAMSELFISH, YELLOWTAIL",5839
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"DIVER, SAND",5840
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,DOCTORFISH,5841
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"DRUM, SPOTTED",5842
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"DURGON, BLACK",5843
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"EEL, GOLDSPOTTED",5844
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"FILEFISH, SCRAWLED",5845
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"FILEFISH, WHITESPOTTED",5846
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,FLAMEFISH,5847
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"FLOUNDER, PEACOCK",5848
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,FROGFISHES,5849
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"GOATFISH, SPOTTED",5850
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"GOATFISH, YELLOW",5851
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"GOBY, RUSTY",5852
CLOSURE,ONCE,FEDERAL,EEZ,REEF FISH FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,GILLNETS OR TRAMMEL NETS,CARIBBEAN,RED HIND SPAWNING AGGREGATION EAST OF ST. CROIX REEF FISH FISHERY MANAGEMENT AREA,ALL,"GOBY,NEON",5853
